"","Feature_chr","Feature_start","Feature_end","Feature_gene_biotype","Feature_gene_name","PBS_2","PBS_3","PBS_4","PBS_5","FPAS_2","FPAS_3","FPAS_4","FPAS_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","baseMean_PBS","baseMean_FPAS","DE_status"
"ENSMUSG00000079018.10","chr15",75044018,75048830,"protein_coding","Ly6c1",558,530,479,374,285,610,529,301,438.387671812318,0.193691774304053,0.31914128899764,0.606915435205519,0.543907034138102,0.831407586043993,1.14368660329301,409.078782975385,467.696560649252,"NS"
"ENSMUSG00000048495.16","chr1",57388237,57407101,"protein_coding","Tyw5",70,74,28,0,0,81,108,66,52.5288203650342,1.05115019357453,1.73229099323103,0.606797701819104,0.543985173492739,NA,2.07218124291532,34.1832489323439,70.8743917977246,"NS"
"ENSMUSG00000006575.14","chr11",102393403,102402555,"protein_coding","Rundc3a",107,118,180,26,0,118,0,61,68.1245760165525,-0.975890775294616,1.60885575658637,-0.606574437328825,0.544133368908005,NA,0.508425827496464,90.3374519740801,45.9117000590249,"NS"
"ENSMUSG00000033365.14","chr4",117894486,117914999,"protein_coding","Ipo13",3364,3076,2527,2621,1521,3529,2714,505,2297.45352524934,-0.192775383768601,0.317929392439243,-0.606346529616449,0.54428466703839,0.831801935645391,0.874920972592437,2451.11350705463,2143.79354344404,"NS"
"ENSMUSG00000029925.13","chr6",38875404,39084585,"protein_coding","Tbxas1",207,216,216,72,135,131,221,177,169.687376993452,0.371368931724171,0.612642874169604,0.606175224395676,0.544398402973559,NA,1.29357968894666,147.893383207729,191.481370779176,"NS"
"ENSMUSG00000036160.13","chr2",26888628,26902879,"protein_coding","Surf6",229,291,316,176,406,178,66,284,242.949963709249,0.353664033339238,0.583451792133863,0.606158106132092,0.54440976907734,NA,1.27780176130597,213.237980849982,272.661946568516,"NS"
"ENSMUSG00000024622.8","chr18",61131277,61177050,"protein_coding","Hmgxb3",1120,1460,942,917,679,1024,799,600,888.500649326724,-0.123360034134634,0.203652290069266,-0.605738507004647,0.544688409394591,0.832236004859603,0.918047028974437,926.427089638221,850.574209015226,"NS"
"ENSMUSG00000032883.15","chr1",78657825,78707743,"protein_coding","Acsl3",572,775,821,284,293,1025,455,477,554.04281192987,0.224369168802515,0.370753877039603,0.605170121467264,0.545065966234624,0.832437508674421,1.16826630206308,511.118529418807,596.967094440933,"NS"
"ENSMUSG00000012405.16","chr14",18267823,18271391,"protein_coding","Rpl15",1518,1549,1263,909,962,1351,629,724,1046.40147464672,-0.139003723149729,0.229698985687794,-0.605156016399054,0.54507533734561,0.832437508674421,0.908146074074324,1096.83603764575,995.966911647682,"NS"
"ENSMUSG00000022941.8","chr16",94328420,94336935,"protein_coding","Ripply3",51,0,0,0,0,74,0,63,24.0341741260237,1.79202811079097,2.96130115335144,0.605148891649486,0.545080070909947,NA,3.46301373795132,10.7691456822339,37.2992025698134,"NS"
"ENSMUSG00000045655.9","chr14",78081021,78089007,"protein_coding","Fam216b",47,28,58,69,227,109,0,0,66.8575872591493,1.00591029358119,1.66245141279032,0.605076506803183,0.54512816334696,NA,2.00821021258414,44.4653653499667,89.2498091683318,"NS"
"ENSMUSG00000036977.8","chr8",79711820,79779059,"protein_coding","Anapc10",23,95,32,201,140,22,98,131,97.80063005874,0.626043423655167,1.03465359871323,0.605075384103203,0.545128909284565,NA,1.54332662692353,76.8929758359572,118.708284281523,"NS"
"ENSMUSG00000007613.15","chr4",47353222,47414931,"protein_coding","Tgfbr1",1273,1081,1250,741,763,698,655,769,871.098976693938,-0.160890476543736,0.265935013780316,-0.604999222391395,0.545179513376674,0.832437508674421,0.894472803890644,919.347823081493,822.850130306383,"NS"
"ENSMUSG00000031357.3","chrX",162857057,162888447,"protein_coding","Syap1",638,494,385,691,316,472,301,0,376.305062339932,-0.767111875500357,1.26802309639282,-0.604966800433353,0.545201056191364,NA,0.587592596877345,474.0981062569,278.512018422965,"NS"
"ENSMUSG00000011427.16","chr7",29816114,29831005,"protein_coding","Zfp790",397,502,425,536,302,496,14,317,351.280991611212,-0.37444148600222,0.618948099558244,-0.604964271268409,0.545202736716262,NA,0.771403990386071,396.632652466557,305.929330755868,"NS"
"ENSMUSG00000013622.15","chr5",31048312,31054623,"protein_coding","Atraid",306,141,259,299,93,430,86,72,193.500444211604,-0.387087199659108,0.639886072141897,-0.604931434690251,0.545224555489931,NA,0.764671919093154,219.499240896554,167.501647526653,"NS"
"ENSMUSG00000029198.3","chr5",36464998,36474080,"protein_coding","Grpel1",484,651,475,352,211,246,442,0,324.671442554571,-0.763690511287482,1.26308248166944,-0.604624418730039,0.545428577974949,NA,0.588987731617798,408.669439433335,240.673445675807,"NS"
"ENSMUSG00000038618.12","chr7",141215860,141218658,"protein_coding","Rassf7",413,684,361,613,545,277,92,328,396.414714414611,-0.290558878477109,0.480832337380831,-0.604283147967603,0.545655408384351,0.832724077086202,0.817585276897751,436.094235218253,356.735193610968,"NS"
"ENSMUSG00000021408.15","chr13",34002363,34037147,"protein_coding","Ripk1",242,336,205,264,191,436,366,62,247.160538468581,0.321172052178024,0.531537724712021,0.60423190536858,0.54568947153815,NA,1.24934511052158,219.867499424096,274.453577513065,"NS"
"ENSMUSG00000006301.17","chr1",74288247,74305622,"protein_coding","Tmbim1",2823,3267,2800,2776,1661,2569,1562,2313,2370.63857979093,-0.120566635151887,0.199579815040242,-0.604102349366228,0.545775597674743,0.832724077086202,0.919826307255159,2469.3556630899,2271.92149649195,"NS"
"ENSMUSG00000032435.9","chr9",114688790,114724302,"protein_coding","Dync1li1",818,669,892,406,364,946,535,58,534.738375296249,-0.2953906160902,0.489041503422411,-0.604019523952461,0.54583066182002,0.832724077086202,0.814851677821351,589.531906198488,479.944844394009,"NS"
"ENSMUSG00000021192.16","chr12",102469135,102497907,"protein_coding","Golga5",730,892,462,815,519,647,168,537,565.966575108939,-0.229757379417731,0.380423803525657,-0.603951112649645,0.545876145226728,0.832724077086202,0.852778292946717,610.866299047767,521.06685117011,"NS"
"ENSMUSG00000050777.7","chr1",120067377,120074074,"protein_coding","Tmem37",117,235,143,40,0,211,0,36,82.5373204161895,-0.92222498500439,1.52713279971475,-0.603893116025435,0.54591470588314,NA,0.527694559637762,108.10051885708,56.9741219752994,"NS"
"ENSMUSG00000027983.13","chr3",131288441,131303227,"protein_coding","Cyp2u1",177,424,231,317,31,430,529,176,276.4096913427,0.380176784152788,0.629722518508819,0.603721119983204,0.546029070140557,NA,1.30150132830815,240.227472177749,312.59191050765,"NS"
"ENSMUSG00000019947.10","chr10",68092520,68278740,"protein_coding","Arid5b",2105,2104,1521,1568,1535,1336,1439,1560,1607.45104892175,0.130065221553158,0.215439907924804,0.603719258915366,0.546030307673757,0.832724077086202,1.09434317335713,1534.59087980373,1680.31121803977,"NS"
"ENSMUSG00000053070.5","chr9",8021672,8042823,"protein_coding","Cfap300",65,71,94,84,38,103,0,0,50.2189408095157,-1.03765994233587,1.71885119581268,-0.603693876970692,0.5460471857568,NA,0.487116939079896,67.5835043770415,32.8543772419898,"NS"
"ENSMUSG00000045659.18","chr7",116123485,116308376,"protein_coding","Plekha7",1708,2114,1189,775,1339,1034,1028,1243,1260.07369751248,0.164136066915079,0.271912466071822,0.603635682049696,0.546085884268699,0.832724077086202,1.12049488801226,1188.03281271351,1332.11458231144,"NS"
"ENSMUSG00000050295.4","chr13",31806633,31812476,"protein_coding","Foxc1",340,891,396,335,173,555,321,222,367.580863556524,-0.244831787675979,0.405661060638526,-0.603537808856005,0.546150971140468,NA,0.843914187326518,398.744448275884,336.417278837165,"NS"
"ENSMUSG00000058402.14","chr7",29859979,29877292,"protein_coding","Zfp420",309,284,113,144,313,198,141,140,198.598141965626,0.338331510441579,0.56059226761767,0.603525110824976,0.546159415768304,NA,1.26429358144518,175.36515932912,221.831124602133,"NS"
"ENSMUSG00000023050.9","chr15",102497646,102517064,"protein_coding","Map3k12",528,664,609,679,497,512,786,358,565.501509312395,0.188237164768487,0.311932792481007,0.603454235354075,0.546206551585431,0.832725426890772,1.13937066307426,528.667360045631,602.335658579159,"NS"
"ENSMUSG00000039908.14","chr11",119355557,119381079,"protein_coding","Slc26a11",127,383,152,429,310,378,87,285,262.322621066537,0.342516200353757,0.567720558634653,0.603318296553317,0.546296963489773,NA,1.26796612273392,231.32737819453,293.317863938543,"NS"
"ENSMUSG00000020928.14","chr11",102835849,102838040,"protein_coding","Higd1b",0,19,40,0,45,51,33,0,22.8974154096453,1.43019978695229,2.37090706423178,0.603228953394554,0.546356389011084,NA,2.6948403141297,12.3978159926001,33.3970148266905,"NS"
"ENSMUSG00000026712.3","chr2",14229392,14332057,"protein_coding","Mrc1",927,1100,997,1098,1226,850,685,714,928.746545722451,0.158347733842091,0.262576434481227,0.603053865648449,0.546472855795632,0.832948759809523,1.1160082822033,877.747301966142,979.74578947876,"NS"
"ENSMUSG00000028950.3","chr4",152027914,152038568,"protein_coding","Tas1r1",16,16,37,0,0,20,0,0,9.39779336778835,-1.77336449470355,2.94069523230437,-0.603042598642198,0.54648035092743,NA,0.292525744848065,14.5682870988647,4.22729963671197,"NS"
"ENSMUSG00000034858.16","chr9",74952884,75032468,"protein_coding","Fam214a",2468,3110,2645,1969,1732,2780,2753,1287,2232.95264432898,0.121890070747999,0.202272493190021,0.602603294326786,0.546772628301957,0.833222996921351,1.08815952385615,2138.82565678782,2327.07963187014,"NS"
"ENSMUSG00000023277.13","chr9",106203108,106215389,"protein_coding","Twf2",600,762,544,702,256,321,617,0,435.987015751138,-0.786480361595062,1.30555795335451,-0.602409383340107,0.546901665526412,0.833236988546925,0.579756758556829,551.987020381488,319.987011120789,"NS"
"ENSMUSG00000020829.9","chr11",78465697,78472059,"protein_coding","Slc46a1",291,100,273,134,122,325,259,123,196.946834396801,0.356190078439731,0.591316938890022,0.60236745307575,0.546929569821144,NA,1.28004105113174,172.833450039059,221.060218754542,"NS"
"ENSMUSG00000039264.9","chr6",48764464,48770851,"protein_coding","Gimap3",100,60,14,78,0,0,0,63,37.5865943162656,-1.30850046964672,2.17229823415671,-0.602357654705127,0.546936090669171,NA,0.403740307349963,53.5149947185521,21.6581939139791,"NS"
"ENSMUSG00000039934.12","chr5",21186255,21315132,"protein_coding","Gsap",278,358,256,254,234,70,79,237,213.870831886496,-0.363196763089208,0.603222564624125,-0.602094126428311,0.547111484044185,NA,0.777439996890832,240.494322193919,187.247341579072,"NS"
"ENSMUSG00000041737.8","chr9",31426196,31464462,"protein_coding","Tmem45b",247,186,221,284,268,437,159,101,226.9049055466,0.309412316776475,0.513924019189665,0.602058485735584,0.547135207132095,NA,1.23920280664695,202.818061060994,250.991750032207,"NS"
"ENSMUSG00000046792.8","chr7",6131491,6155997,"protein_coding","Zfp787",829,668,430,625,376,748,126,436,496.737592189306,-0.249148277937127,0.414099232222799,-0.601663221155352,0.547398336489311,0.833810963031045,0.841393000786191,539.572924082185,453.902260296428,"NS"
"ENSMUSG00000046753.10","chr14",27481090,27508460,"protein_coding","Ccdc66",224,258,225,277,285,448,189,79,234.627085092568,0.306849347424774,0.510232510140323,0.601391211509405,0.547579450853503,NA,1.23700329860566,209.91307924092,259.341090944217,"NS"
"ENSMUSG00000029598.12","chr5",120483282,120503625,"protein_coding","Plbd2",1160,1682,1268,1304,1010,2003,724,964,1198.92269171158,0.141889669531167,0.235982529556972,0.601271923805322,0.547658886488928,0.834025099424102,1.10334935789369,1140.23545734633,1257.60992607682,"NS"
"ENSMUSG00000033450.8","chr17",7926000,7934897,"protein_coding","Tagap",80,27,34,0,30,136,0,73,45.9698689823226,1.09273405961114,1.81773909620082,0.601150111088556,0.547740009451495,NA,2.13277837795164,29.3477420846265,62.5919958800186,"NS"
"ENSMUSG00000040432.5","chr14",55761428,55765138,"protein_coding","Ltb4r2",121,413,127,35,276,153,87,138,160.444254607157,0.449129331524468,0.747223547761499,0.601064210128215,0.547797220025789,NA,1.36521609826375,135.580621983838,185.307887230475,"NS"
"ENSMUSG00000028088.14","chr3",97628804,97655282,"protein_coding","Fmo5",352,337,175,259,192,247,101,158,213.436996883714,-0.296689983254206,0.493672536877935,-0.600985392322047,0.54784971577397,NA,0.814118109863396,235.296324949853,191.577668817575,"NS"
"ENSMUSG00000037014.4","chr2",148395344,148396767,"protein_coding","Sstr4",65,17,66,0,31,12,0,0,21.6125210203387,-1.44969752005574,2.41238107898958,-0.600940511713407,0.547879609129573,NA,0.366098173225805,31.6466278507392,11.5784141899382,"NS"
"ENSMUSG00000042694.17","chr19",47501033,47537507,"protein_coding","Stn1",93,66,152,115,129,243,201,0,119.965378828334,0.65771522854677,1.09515188157655,0.600569874929077,0.54812650774972,NA,1.57758225432785,93.1284381875943,146.802319469073,"NS"
"ENSMUSG00000021200.14","chr12",103321142,103356001,"protein_coding","Asb2",2638,1909,2565,1422,1103,2130,1820,1003,1727.00768276923,-0.144744562620377,0.241077910203669,-0.600405746416558,0.548235859043121,0.834720913724874,0.904539517260796,1813.78349499028,1640.23187054818,"NS"
"ENSMUSG00000032383.7","chr9",66060222,66066623,"protein_coding","Ppib",464,526,433,253,128,776,196,49,311.896695160844,-0.344559791770754,0.574040232662136,-0.600236311264879,0.548348757211248,NA,0.787548243792371,349.218113787272,274.575276534415,"NS"
"ENSMUSG00000042535.9","chr15",79690845,79721479,"protein_coding","Gtpbp1",695,772,779,446,720,804,420,400,602.017328292587,0.174192632834193,0.290232611460139,0.600182839405408,0.54838438900793,0.834764237438829,1.12833278567116,565.770748616904,638.263907968269,"NS"
"ENSMUSG00000034974.13","chr10",81183005,81193197,"protein_coding","Dapk3",512,435,309,261,285,549,85,88,285.515028048042,-0.319339982502508,0.532206729246332,-0.600029960077226,0.548486268809939,NA,0.80143644230446,317.160836746734,253.869219349351,"NS"
"ENSMUSG00000078439.9","chr10",81393051,81395392,"protein_coding","Smim24",87,130,0,0,0,55,0,257,70.6570839040767,1.27286945843372,2.12138794075052,0.60001729715848,0.548494707882435,NA,2.41641702855584,41.3374138723917,99.9767539357617,"NS"
"ENSMUSG00000031434.15","chrX",139821632,139871677,"protein_coding","Morc4",323,216,97,64,0,165,0,133,112.088626664987,-0.83325895095154,1.38887054868769,-0.599954367049448,0.54853664796013,NA,0.56125996081511,143.579177508699,80.5980758212742,"NS"
"ENSMUSG00000025076.11","chr19",56397129,56442344,"protein_coding","Casp7",345,313,255,73,109,195,0,181,169.228747189483,-0.588110033400232,0.980280005880066,-0.599940863704799,0.548545647536294,NA,0.665213783188555,203.224028332975,135.233466045992,"NS"
"ENSMUSG00000015776.12","chr2",26905262,26910677,"protein_coding","Med22",698,1127,643,512,852,936,189,639,667.267261307668,0.229816511331775,0.383093858173421,0.599896099685683,0.548575481940376,0.834812367454405,1.17268579211123,614.148315193992,720.386207421344,"NS"
"ENSMUSG00000021945.9","chr14",56886653,56962701,"protein_coding","Zmym2",1101,1414,1055,732,919,1127,702,799,939.245905209254,0.13348522454838,0.222628003877748,0.599588651128009,0.548780412454777,0.834812367454405,1.09694046276237,895.632107088197,982.85970333031,"NS"
"ENSMUSG00000020827.18","chr11",70562881,70614483,"protein_coding","Mink1",2996,3382,2474,2809,3415,2557,1525,2129,2583.74618661675,0.13764526903314,0.229584237585829,0.599541460165278,0.548811871040001,0.834812367454405,1.10010808068715,2460.40118987705,2707.09118335645,"NS"
"ENSMUSG00000032750.13","chrX",74966843,75085458,"protein_coding","Gab3",11,73,74,8,42,118,97,0,49.4743291192641,0.943501510018295,1.5741672427739,0.599365483146325,0.548929189231229,NA,1.92319028048809,33.8567560091716,65.0919022293567,"NS"
"ENSMUSG00000040877.16","chr12",108893631,109028452,"protein_coding","Wdr25",214,143,325,124,143,132,155,0,143.864224246408,-0.602932164649667,1.00614655509376,-0.599248848586955,0.549006952541532,NA,0.658414418869966,173.535229840391,114.193218652424,"NS"
"ENSMUSG00000032009.8","chr9",14275067,14333101,"protein_coding","Sesn3",1641,2000,1610,1417,1794,2414,802,855,1480.200719047,0.152555153252643,0.254617392345951,0.599154487629679,0.549069869436432,0.834812367454405,1.11153636880257,1402.28132895442,1558.12010913957,"NS"
"ENSMUSG00000053253.16","chr14",105258573,105309298,"protein_coding","Ndfip2",560,843,647,568,309,440,507,453,516.904852348022,-0.18122211125177,0.302472169970407,-0.599136480124767,0.549081876674046,0.834812367454405,0.881955572579315,549.118127467866,484.691577228178,"NS"
"ENSMUSG00000040297.12","chr1",161816114,161876682,"protein_coding","Suco",784,1129,870,718,396,976,622,457,695.498390046405,-0.155835403468686,0.260135576300306,-0.59905456102931,0.549136501203825,0.834812367454405,0.897612453090749,733.184699022328,657.812081070481,"NS"
"ENSMUSG00000028886.15","chr4",132638987,132724765,"protein_coding","Eya3",640,1077,784,380,535,490,389,434,557.054505446758,-0.189690786468505,0.316788795183849,-0.598792600471925,0.549311197299095,0.834895374644362,0.876793624783673,593.402288315774,520.706722577742,"NS"
"ENSMUSG00000022570.7","chr15",75924676,75929832,"protein_coding","Tsta3",167,378,446,272,281,206,211,0,227.014026083614,-0.523985042438273,0.875467775881356,-0.598520079063748,0.549492965292421,NA,0.695448196079679,267.834777260702,186.193274906527,"NS"
"ENSMUSG00000007589.9","chr14",55674689,55681820,"protein_coding","Tinf2",117,443,213,486,258,389,193,338,298.203078908417,0.300684738842479,0.502457947165086,0.598427670492566,0.549554607257742,NA,1.2317288837046,267.221150119848,329.185007696986,"NS"
"ENSMUSG00000078861.8","chr2",178067695,178078476,"protein_coding","Zfp931",103,168,146,112,35,84,0,115,89.3426151064592,-0.72113027577899,1.20537617653456,-0.598261596518549,0.549665396958007,NA,0.606621999509221,111.187024799261,67.4982054136574,"NS"
"ENSMUSG00000050891.10","chr15",58890155,58933738,"protein_coding","Tatdn1",621,485,676,685,315,307,764,213,491.501846483569,-0.245622703365022,0.410633042060433,-0.598156208113602,0.549735708384295,0.835133419552171,0.84345166265822,533.259483372415,449.744209594722,"NS"
"ENSMUSG00000056267.14","chr9",99243367,99300404,"protein_coding","Cep70",185,397,188,107,106,294,0,67,146.674885944225,-0.609608195478472,1.01931374737998,-0.598057464686801,0.549801590537647,NA,0.655374663233874,177.257225787224,116.092546101225,"NS"
